song_id,key,mode,confidence,tempo,rms,zcr,centroid,bandwidth,rolloff,contrast,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_C,chroma_C#,chroma_D,chroma_D#,chroma_E,chroma_F,chroma_F#,chroma_G,chroma_G#,chroma_A,chroma_A#,chroma_B
1024,E,minor,0.769,104.17,0.07561,0.091476,1148.83,1176.2,2470.25,28.6223,-208.2845,144.927,-44.0922,74.0715,-15.705,18.3038,-9.7176,-8.7452,9.768,-11.0632,6.8203,-21.2154,11.0049,0.3001,0.1579,0.2014,0.3489,0.6167,0.3168,0.4408,0.4314,0.2693,0.4816,0.2855,0.608
1025,C#,minor,0.7733,139.67,0.074492,0.064392,2434.27,2597.08,4661.67,20.8983,-184.3152,162.4346,-60.1068,44.3486,-8.6708,15.9667,-15.0566,1.8908,-2.4237,-7.2555,-1.7595,-3.6932,-1.3694,0.4112,0.6472,0.4894,0.4507,0.6932,0.4928,0.5746,0.5188,0.5392,0.4941,0.4035,0.4782
1026,B,minor,0.5829,101.33,0.081403,0.011484,1098.22,2358.82,1695.12,23.6274,-381.1233,137.6362,43.0336,54.7282,16.3084,15.5525,3.3674,14.5208,6.9497,3.0482,12.1244,3.6151,2.9479,0.1796,0.2245,0.2176,0.1088,0.1074,0.1847,0.2776,0.2045,0.1382,0.1429,0.6054,0.7485
1027,A,minor,0.6753,105.47,0.074235,0.04821,2290.44,2832.45,4748.59,20.9069,-198.191,174.299,-45.946,45.2942,-13.6257,26.9295,-14.6705,17.5334,-5.3112,5.959,-3.3106,5.4624,-5.3477,0.3142,0.2297,0.2185,0.2021,0.4871,0.2658,0.2789,0.6289,0.3428,0.8351,0.262,0.3993
1028,E,minor,0.8304,103.36,0.080465,0.057983,2314.11,2733.21,4527.82,21.6322,-179.7311,172.581,-50.1543,35.5719,-13.0966,24.6565,-18.6467,12.2068,-8.5097,1.7797,-3.9544,2.122,-4.8043,0.2304,0.2483,0.5148,0.3302,0.9736,0.3964,0.3658,0.5223,0.2884,0.464,0.2824,0.6007
1029,D,major,0.3852,136.0,0.078767,0.045931,2252.63,2641.97,4539.07,21.2191,-242.1003,149.6702,-44.6804,47.1803,4.4432,32.477,6.1169,6.8961,2.4297,10.0851,1.6871,2.9161,0.3143,0.6411,0.6208,0.646,0.4301,0.3723,0.4539,0.5999,0.5679,0.5712,0.5161,0.3753,0.5335
103,C#,minor,0.7293,74.9,0.334485,0.016422,1032.93,1474.99,2111.25,19.7822,-145.316,221.5533,-17.5753,16.6904,24.1892,11.3735,2.4454,3.3182,2.2511,3.5638,6.2461,-0.2235,-2.1643,0.3033,0.5599,0.3274,0.3742,0.6193,0.4446,0.5041,0.3046,0.3634,0.4854,0.3069,0.3096
1030,F,minor,0.2396,206.72,0.077509,0.034264,2031.61,2870.69,4289.91,21.6493,-263.4177,149.7887,-7.4311,42.0768,3.0622,19.3803,-1.748,7.5581,4.5734,2.5941,-0.2023,7.8644,-3.218,0.4686,0.4849,0.4943,0.6326,0.6547,0.7045,0.7437,0.7002,0.6115,0.4563,0.4239,0.4718
1031,G#,minor,0.4466,95.7,0.089767,0.036979,1851.85,2633.68,3887.73,21.1129,-210.8531,178.8249,-14.104,37.9357,-21.9259,24.5241,-5.2981,9.612,-1.8503,5.5791,2.0264,-1.7386,-2.9896,0.5279,0.5874,0.4625,0.5062,0.4351,0.262,0.5403,0.4804,0.7049,0.7229,0.53,0.6239
1032,E,major,0.6893,139.67,0.061173,0.033395,1350.64,1927.03,2298.03,24.4916,-304.5904,206.8771,-4.1738,-3.6521,-3.4508,15.4381,-23.8263,-7.6065,0.9687,-16.7517,-3.7024,4.5249,-8.5917,0.4289,0.217,0.2901,0.2166,0.672,0.3204,0.2807,0.2425,0.2666,0.3723,0.2831,0.8878
1033,E,major,0.7981,129.2,0.10254,0.042542,1943.84,2521.78,3800.93,19.8488,-171.8071,186.6781,-44.8919,30.8905,0.8904,24.6755,-12.7247,18.5411,-0.3572,4.3373,1.3874,3.1765,-0.2525,0.2885,0.3278,0.4123,0.323,0.8698,0.2739,0.2684,0.339,0.3646,0.5598,0.3479,0.4782
1034,B,minor,0.78,69.84,0.069477,0.028205,1300.73,2263.9,2199.24,24.0086,-327.0988,170.7777,18.1069,24.1027,23.5386,14.7176,-2.609,-0.0233,-1.8691,-6.5067,-3.6715,4.4191,-1.5707,0.1097,0.166,0.2072,0.1724,0.2814,0.1068,0.3065,0.194,0.1371,0.1759,0.2979,0.8092
1035,E,minor,0.6092,152.0,0.082628,0.048544,1683.22,1959.18,3135.93,22.1657,-223.3147,192.3744,-44.4931,17.0409,9.6983,12.6598,-3.5598,1.0592,2.2623,-1.7999,-5.7847,-4.6248,-1.7243,0.5346,0.2281,0.6264,0.3797,0.8062,0.3509,0.2028,0.4158,0.3048,0.4846,0.2727,0.2891
1036,E,minor,0.6749,69.84,0.059332,0.042404,1948.06,2443.94,3912.62,22.3374,-264.7133,171.0272,-22.6588,34.5762,-2.3138,5.6636,-5.5606,8.4157,-12.2569,-2.0728,-2.6818,0.3639,-2.2402,0.5114,0.2858,0.473,0.3768,0.4937,0.3755,0.3558,0.5077,0.3754,0.3804,0.3411,0.7045
1037,F#,minor,0.6626,112.35,0.091815,0.052345,2830.76,3513.24,6286.07,21.0725,-202.9186,138.8464,-15.3859,45.1347,-7.5941,40.1436,-9.3081,18.9108,-1.2136,17.7181,-5.2664,5.6853,3.1008,0.4137,0.4891,0.5327,0.4846,0.5654,0.5265,0.7211,0.6145,0.5248,0.6358,0.5292,0.5972
1038,D,major,0.7495,198.77,0.113025,0.042941,2285.84,3019.82,4575.0,21.2241,-208.6103,152.6464,-0.6942,43.5787,-7.5477,24.4176,-10.7979,16.4326,4.9896,8.8558,1.1506,10.3455,3.5214,0.3338,0.3693,0.5605,0.3431,0.3306,0.3694,0.3633,0.5088,0.3641,0.5664,0.3362,0.2616
1039,A,major,0.8163,97.51,0.075557,0.037033,1995.99,2930.3,4171.37,23.0324,-268.4173,148.9378,-2.7229,48.9838,4.7545,27.3093,-8.5232,15.5665,3.5732,13.0753,-1.6924,3.9369,2.6838,0.3547,0.4444,0.442,0.4165,0.5486,0.4439,0.6156,0.3861,0.4009,0.7078,0.3904,0.5288
104,G,major,0.7037,107.67,0.262679,0.045037,2000.99,2361.27,3949.33,21.4724,-97.2559,186.2823,-50.9266,39.3205,-2.4144,22.182,-14.6825,11.939,0.7848,6.9176,4.4062,-1.1714,0.3868,0.2956,0.3389,0.3631,0.2797,0.4073,0.3377,0.4739,0.972,0.2527,0.3666,0.2491,0.2944
1040,A,major,0.6622,129.2,0.069755,0.048544,2395.1,2983.79,5259.65,20.371,-221.4734,153.1443,-22.6637,48.3198,-10.7336,23.7747,-4.0321,3.9835,-0.1884,1.2521,-4.2099,5.503,0.5432,0.6085,0.6295,0.6868,0.4905,0.6145,0.4085,0.3911,0.5224,0.5035,0.6976,0.456,0.5324
1041,A,major,0.5139,136.0,0.087157,0.05365,2912.45,3477.67,6683.64,21.34,-219.4321,122.7471,-16.7921,64.6727,-5.7137,36.8804,-3.5998,9.7881,-2.9197,7.7266,-1.1288,6.0104,2.0823,0.4043,0.5145,0.5838,0.5224,0.5293,0.3341,0.3936,0.3469,0.3723,0.4507,0.4096,0.4645
1042,C#,major,0.824,101.33,0.093306,0.029302,1821.65,2716.38,3623.81,22.1191,-251.1759,156.5415,2.2799,27.8268,4.8281,28.385,-1.2146,6.0305,6.091,-0.1841,-0.9312,-0.3116,0.5221,0.3726,0.6679,0.4273,0.4565,0.3526,0.3986,0.4111,0.3626,0.4693,0.2746,0.3654,0.2432
1043,D,major,0.5715,166.71,0.069188,0.055189,2409.51,2714.85,4789.06,19.2835,-247.6169,153.2422,-28.0655,24.7003,-4.5702,14.6529,-1.6258,5.3909,-1.8799,3.9625,1.481,0.0072,0.1323,0.4232,0.6006,0.6666,0.5218,0.4267,0.4562,0.5599,0.6406,0.645,0.7266,0.482,0.3913
1044,C,major,0.3867,123.05,0.078306,0.056716,2626.03,3036.7,5494.53,22.0031,-201.1916,145.2944,-37.497,50.0713,-8.1764,16.8726,-2.4003,11.585,-7.5854,1.7262,-6.1075,2.0261,1.1382,0.5652,0.3923,0.555,0.6417,0.7272,0.5875,0.4639,0.4721,0.3768,0.3314,0.4111,0.3266
1045,D,minor,0.7396,156.61,0.072605,0.029445,1554.58,2314.33,3118.18,24.3135,-283.4019,164.5372,-12.9367,40.9636,3.5951,0.3377,-11.5583,-3.3485,-5.312,-4.4053,-7.8078,-9.3593,-11.628,0.2458,0.2076,0.8223,0.3323,0.2644,0.2634,0.1821,0.4182,0.1645,0.2896,0.3749,0.1607
1046,E,major,0.8425,178.21,0.095502,0.053743,2571.57,3207.65,5497.98,22.6059,-207.2339,139.6907,-16.8766,28.1224,-10.5995,35.0611,-3.1799,12.3471,4.7978,10.8267,2.935,4.6925,4.5092,0.3093,0.4193,0.262,0.2993,0.5922,0.2615,0.341,0.3756,0.6041,0.5809,0.3732,0.5023
1047,E,major,0.7963,107.67,0.0637,0.054437,2249.97,2632.66,4632.47,23.9793,-242.4389,148.8773,-37.2087,31.9983,-21.5111,6.418,-10.6228,2.4468,5.0069,-10.3708,-10.6856,-17.2102,-2.4645,0.1744,0.2669,0.2972,0.232,0.4727,0.2208,0.3296,0.3601,0.454,0.499,0.2612,0.5363
1048,C,major,0.6609,156.61,0.103203,0.055894,2321.08,2643.54,4813.91,19.6806,-159.6253,167.1464,-53.5039,67.5367,-5.3516,17.4282,-8.6265,13.4154,-2.2007,5.1714,2.5422,-1.3927,1.5217,0.646,0.5197,0.5517,0.4781,0.5272,0.5918,0.5729,0.7567,0.5723,0.5291,0.5691,0.5166
1049,A,minor,0.6832,101.33,0.099239,0.068669,3135.2,3424.23,6581.02,21.2188,-151.1317,137.1904,-48.8149,48.0498,-7.3693,40.662,-21.2162,25.3074,-0.2362,12.1685,-9.3577,2.0715,0.4227,0.4872,0.4119,0.5789,0.421,0.5017,0.3423,0.3791,0.4995,0.4177,0.6915,0.3794,0.3435
105,G,minor,0.6081,107.67,0.190769,0.052311,2358.03,2782.21,4745.37,21.4663,-132.6253,156.7102,-38.0737,40.9982,8.8702,29.0159,-13.2511,4.7838,-4.5053,8.0893,-3.1214,4.0054,4.5815,0.4806,0.4297,0.4511,0.407,0.4422,0.5007,0.4918,0.8066,0.5914,0.5214,0.5209,0.462
1050,G,major,0.8655,156.61,0.086504,0.038106,2014.88,2626.95,4278.71,20.9051,-206.4074,162.2052,-30.6583,48.418,1.7083,18.3608,-6.9161,1.7541,5.6328,3.3464,-1.5928,-7.3407,2.4499,0.5163,0.4282,0.6118,0.3859,0.479,0.4723,0.5218,0.827,0.4839,0.4787,0.4194,0.4841
1051,C,major,0.7952,161.5,0.10802,0.028157,2022.91,3093.46,4645.56,20.3199,-223.1111,150.3082,6.9171,61.0805,-6.0066,18.1757,-7.7694,10.6462,1.5944,5.4502,-1.3118,4.5054,-4.3015,0.7914,0.4144,0.4123,0.4716,0.4465,0.5118,0.3462,0.559,0.336,0.307,0.4118,0.4126
1052,C,minor,0.6875,172.27,0.107088,0.046575,2487.58,3096.91,5465.34,21.6854,-190.2008,141.7496,-29.7496,62.0588,-6.3597,15.8062,-8.6674,17.5876,0.9709,8.6823,5.9494,12.7454,3.1882,0.9218,0.5026,0.3915,0.4268,0.4195,0.4052,0.3027,0.4298,0.3504,0.3651,0.4271,0.4064
1053,G#,major,0.579,114.84,0.118723,0.050697,3193.42,3694.54,7317.32,20.0885,-185.2259,113.2743,-20.7004,76.841,-2.7139,41.2123,-4.6074,24.0624,-1.4003,15.8367,4.3573,7.3459,2.5381,0.6006,0.5258,0.399,0.4254,0.4342,0.4184,0.4282,0.36,0.7125,0.5965,0.3973,0.3912
1054,G,minor,0.5741,136.0,0.111966,0.055682,2511.82,2863.26,5385.65,19.9441,-151.0684,160.525,-48.557,69.051,-16.1508,19.9403,-10.5708,11.4166,-1.0114,1.3747,1.7893,0.2437,-0.5234,0.5421,0.4844,0.4607,0.4968,0.5989,0.5827,0.565,0.6999,0.5214,0.5424,0.6668,0.5305
1055,A,major,0.6705,80.75,0.129371,0.048511,2311.57,2803.17,4928.42,19.9163,-142.3545,163.1177,-45.3741,69.1635,-6.4271,23.7075,-11.1519,15.1554,-1.6122,5.2934,1.3193,0.4585,2.4578,0.3714,0.3666,0.5266,0.423,0.5833,0.3544,0.4227,0.3716,0.3574,0.529,0.373,0.5867
1056,D,major,0.8004,120.19,0.074795,0.052489,2511.24,3080.28,5472.68,20.726,-203.1479,152.9691,-30.2216,51.1459,-5.6723,26.5213,-10.1927,19.378,-5.5742,7.7641,-0.4959,6.7406,-0.1577,0.3662,0.3791,0.791,0.4274,0.377,0.3594,0.425,0.4681,0.4315,0.7264,0.4015,0.2806
1057,C#,minor,0.7143,112.35,0.11238,0.064537,3339.77,3656.16,7530.11,20.1013,-170.2227,128.6201,-23.6809,60.2411,-1.444,37.1812,-10.9663,23.6231,-8.9162,15.3969,-2.7672,7.8208,-1.2172,0.5756,0.8825,0.4747,0.4415,0.4919,0.4613,0.4957,0.4406,0.5718,0.4121,0.4196,0.5554
1058,F#,major,0.5225,143.55,0.117775,0.074641,3878.24,4143.0,8899.57,19.8709,-133.6673,113.8126,-32.7169,61.7153,-5.7321,43.6557,-15.8444,27.9949,-10.0741,18.0828,-4.4218,9.1102,-1.0565,0.6428,0.7461,0.4961,0.4936,0.4994,0.5259,0.6049,0.4418,0.4323,0.3548,0.452,0.5462
1059,B,major,0.4749,99.38,0.125436,0.07385,4076.0,4249.83,9246.56,19.7127,-134.0203,104.1753,-34.4539,68.1721,-1.5382,44.7215,-17.6706,32.1752,-9.1653,21.6557,-3.0837,13.3027,0.6285,0.486,0.549,0.46,0.4352,0.438,0.457,0.4415,0.3391,0.3513,0.3526,0.7035,0.7953
106,B,minor,0.8897,136.0,0.141853,0.046238,2028.6,2563.43,3860.95,25.3909,-205.8859,159.015,-24.6196,29.0317,1.6115,32.8338,-8.4598,7.6929,1.8703,4.9958,-10.8619,-3.7458,-4.1467,0.2734,0.2689,0.4438,0.2324,0.4135,0.1928,0.3729,0.3245,0.2104,0.4051,0.293,0.6842
1060,A,minor,0.562,129.2,0.098617,0.062127,3006.79,3516.0,6681.63,21.1142,-155.9205,142.7052,-34.877,46.3964,-13.3356,38.3324,-20.0307,21.4152,-1.6594,13.7402,-3.6943,7.9103,-0.0941,0.3849,0.3461,0.4524,0.3506,0.5219,0.4234,0.468,0.6508,0.475,0.733,0.3898,0.3604
1061,A,major,0.6606,139.67,0.096212,0.076881,3091.3,3336.02,6384.64,20.0949,-140.9779,146.6956,-49.6907,52.7506,-18.4404,33.6805,-13.9824,17.5178,-12.9478,14.9503,-6.2776,9.1282,-0.9005,0.346,0.3847,0.4184,0.4131,0.5989,0.4124,0.5018,0.5798,0.5704,0.8036,0.3867,0.4456
1062,B,minor,0.6657,54.98,0.049596,0.056726,1793.08,1700.25,3275.85,21.3282,-293.5883,188.5565,-52.7183,7.4681,-4.6791,3.9495,8.7268,-9.9801,-11.3728,6.8005,-1.4108,-11.4987,2.3099,0.4048,0.5277,0.5759,0.5306,0.6097,0.4566,0.5593,0.5527,0.3595,0.3776,0.4132,0.6025
1063,F,minor,0.722,143.55,0.106462,0.062873,2547.32,2716.82,5289.12,21.4745,-167.9044,152.7444,-53.7613,66.2453,-8.2616,11.1016,0.3789,10.1278,11.7873,4.2759,2.7644,5.3376,-2.568,0.6327,0.3877,0.3487,0.4182,0.3877,0.6381,0.3276,0.3308,0.6208,0.4915,0.5147,0.5064
1064,A,major,0.7534,112.35,0.07807,0.100686,3671.26,3444.16,7542.04,20.737,-153.036,135.6273,-57.0561,73.1907,-29.1731,33.6802,-26.1808,17.0572,-13.35,3.7503,-11.1096,0.4683,-4.5229,0.4767,0.498,0.5566,0.4576,0.6181,0.4697,0.567,0.6109,0.5361,0.7971,0.5143,0.4976
1065,C,minor,0.6027,143.55,0.154591,0.030216,1720.93,2474.2,3636.42,20.0302,-175.4306,177.4384,-35.7886,35.227,9.722,14.2876,5.148,30.1995,10.284,11.6944,0.0491,2.4609,-5.5035,0.7418,0.5898,0.6082,0.6797,0.5968,0.7051,0.5498,0.5732,0.5436,0.601,0.5645,0.6396
1066,C,minor,0.3023,123.05,0.089214,0.059225,3001.87,3608.29,6563.51,19.9958,-244.1424,130.2432,-1.3902,39.7207,-5.789,34.4196,-4.8515,19.3597,-5.8746,11.1915,-5.0568,3.2414,-0.438,0.6935,0.8389,0.8811,0.6501,0.4448,0.3891,0.4043,0.5063,0.5263,0.4373,0.3607,0.364
1067,A#,major,0.7896,99.38,0.077717,0.03184,1470.54,2130.66,2840.82,22.3509,-279.0447,191.8732,18.4301,10.8471,-4.5061,13.7694,-19.0954,-7.873,-11.4388,-9.4372,-1.9898,-2.2817,1.2937,0.4623,0.3095,0.486,0.3196,0.3236,0.4946,0.2247,0.5183,0.2969,0.4139,0.5368,0.2196
1068,D,major,0.7161,172.27,0.111238,0.04119,2559.14,3417.79,6166.9,21.7298,-204.0916,138.308,-1.4213,68.5368,-9.5136,35.9281,-10.1182,14.8714,-4.8409,-0.4046,-0.9883,1.3761,3.0075,0.3439,0.3227,0.4202,0.2807,0.4812,0.3189,0.4419,0.4448,0.3148,0.5172,0.3884,0.3808
1069,E,minor,0.442,103.36,0.064153,0.097881,2776.5,2293.94,4560.47,21.2077,-224.3435,149.4213,-89.2553,35.9088,10.4803,16.4638,-8.5464,14.2175,0.8924,5.448,-3.7744,2.332,7.688,0.4822,0.6018,0.7346,0.6063,0.7808,0.4619,0.4881,0.5272,0.499,0.4587,0.4862,0.5293
